,INCIDENT_ID,DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,INCIDENT_DATE,ADULT_VICTIM_COUNT,JUVENILE_VICTIM_COUNT,TOTAL_OFFENDER_COUNT,ADULT_OFFENDER_COUNT,JUVENILE_OFFENDER_COUNT,OFFENDER_RACE,OFFENDER_ETHNICITY,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES,MULTIPLE_OFFENSE,MULTIPLE_BIAS
46481,45211,1997,NC0130200,Kannapolis,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",19-AUG-97,,,2,,,Black or African American,,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-White,Individual,S,S
46482,45212,1997,NC0160200,Morehead City,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",25-APR-97,,,1,,,White,,1,Intimidation,1.0,School/College,Anti-Black or African American,Individual,S,S
46483,45213,1997,NC0160200,Morehead City,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",28-APR-97,,,1,,,White,,1,Intimidation,1.0,School/College,Anti-Black or African American,Individual,S,S
46484,45214,1997,NC0160200,Morehead City,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",07-JUL-97,,,1,,,Black or African American,,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Lesbian (Female),Individual,S,S
46485,45215,1997,NC0160200,Morehead City,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",12-DEC-97,,,1,,,White,,1,Simple Assault,1.0,School/College,Anti-Black or African American,Individual,S,S
46486,45216,1997,NC0180600,Claremont,,City,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",22-MAR-97,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
46487,45217,1997,NC0200100,Andrews,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",02-FEB-97,,,3,,,White,,1,Intimidation,1.0,Residence/Home,"Anti-Multiple Races, Group",Individual,S,S
46488,45218,1997,NC0200200,Murphy,,City,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",14-APR-97,,,1,,,White,,2,Intimidation,2.0,Residence/Home,Anti-Black or African American,Individual,S,S
46489,45219,1997,NC0200200,Murphy,,City,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",24-JUN-97,,,2,,,White,,1,Intimidation,1.0,Other/Unknown,Anti-Black or African American,Individual,S,S
46490,45220,1997,NC0290200,Thomasville,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",23-SEP-97,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
46491,45221,1997,NC032039E,Duke University,,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",30-APR-97,,,0,,,Unknown,,1,Intimidation,1.0,School/College,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
46492,45222,1997,NC032039E,Duke University,,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",18-SEP-97,,,0,,,Unknown,,4,Destruction/Damage/Vandalism of Property;Intimidation,3.0,School/College,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual;Other,M,S
46493,45223,1997,NC032039E,Duke University,,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",20-SEP-97,,,1,,,White,,2,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
46494,45224,1997,NC032039E,Duke University,,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",09-OCT-97,,,2,,,White,,2,Intimidation,2.0,School/College,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
46495,45225,1997,NC0340200,Winston-Salem,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",17-MAR-97,,,1,,,White,,1,Intimidation,1.0,Other/Unknown,Anti-Black or African American,Individual,S,S
46496,45226,1997,NC0360500,Gaston County Police Department,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",29-JAN-97,,,1,,,White,,2,Intimidation;Simple Assault,2.0,School/College,Anti-Black or African American,Individual,M,S
46497,45227,1997,NC0360500,Gaston County Police Department,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",08-APR-97,,,0,,,Unknown,,2,Arson;Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,M,S
46498,45228,1997,NC0360500,Gaston County Police Department,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",16-APR-97,,,0,,,Unknown,,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
46499,45229,1997,NC0360500,Gaston County Police Department,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",07-OCT-97,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-White,Individual,M,S
46500,45230,1997,NC0360500,Gaston County Police Department,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",04-DEC-97,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Other,S,S
46501,45231,1997,NC0361100,Cramerton,,City,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",12-AUG-97,,,1,,,White,,2,Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
46502,45232,1997,NC0410200,Greensboro,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",30-JAN-97,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual;Other,M,S
46503,45233,1997,NC0410200,Greensboro,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",01-FEB-97,,,0,,,Unknown,,1,Intimidation,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
46504,45234,1997,NC0410200,Greensboro,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",04-FEB-97,,,2,,,Black or African American,,2,Simple Assault,2.0,Grocery/Supermarket,Anti-White,Individual,S,S
46505,45235,1997,NC0410200,Greensboro,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",06-FEB-97,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,M,S
46506,45236,1997,NC0410200,Greensboro,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",01-JUL-97,,,1,,,Black or African American,,1,Aggravated Assault,1.0,Parking/Drop Lot/Garage,Anti-White,Individual,S,S
46507,45237,1997,NC0420100,Enfield,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",08-SEP-97,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Business,S,S
46508,45238,1997,NC0490000,Iredell,,County,NC,North Carolina,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",08-MAY-97,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
46509,45239,1997,NC0490000,Iredell,,County,NC,North Carolina,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",26-OCT-97,,,3,,,White,,3,Intimidation,3.0,Other/Unknown,Anti-Black or African American,Individual,S,S
46510,45240,1997,NC0500200,Western Carolina University,,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",09-DEC-97,,,1,,,White,,2,Intimidation,2.0,School/College,Anti-Black or African American,Individual,S,S
46511,45241,1997,NC0630400,Southern Pines,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",31-MAY-97,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Restaurant,Anti-Black or African American,Business,S,S
46512,45249,1997,NC0680100,Chapel Hill,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",05-OCT-97,,,2,,,White,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
46513,45250,1997,NC0680100,Chapel Hill,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",06-OCT-97,,,3,,,Black or African American,,5,Burglary/Breaking & Entering;Simple Assault,5.0,Residence/Home,Anti-White,Individual,M,S
46514,45251,1997,NC0680100,Chapel Hill,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",22-OCT-97,,,4,,,Black or African American,,1,Simple Assault,1.0,School/College,Anti-White,Individual,S,S
46515,45252,1997,NC0680100,Chapel Hill,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",01-DEC-97,,,1,,,White,,1,Simple Assault,1.0,School/College,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
46516,45253,1997,NC0740000,Pitt,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",26-JAN-97,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
46517,45254,1997,NC0740900,East Carolina University,,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",09-NOV-97,,,1,,,White,,1,Intimidation,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
46518,45255,1997,NC0800500,Salisbury,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",05-MAY-97,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
46519,45256,1997,NC0920300,Cary,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",07-FEB-97,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Other,S,S
46520,45257,1997,NC0920300,Cary,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",15-FEB-97,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Other,S,S
54334,53128,1998,NC0160200,Morehead City,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",30-JUL-98,,,1,,,White,,2,Intimidation,2.0,Residence/Home,Anti-Black or African American,Individual,S,S
54335,53129,1998,NC0180700,Long View,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",07-FEB-98,,,1,,,White,,1,Simple Assault,1.0,Grocery/Supermarket,Anti-Black or African American,Individual,S,S
54336,53130,1998,NC0200200,Murphy,,City,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",30-AUG-98,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Business;Individual,M,S
54337,53131,1998,NC0290100,Lexington,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",19-MAY-98,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Grocery/Supermarket,Anti-Black or African American,Business;Individual,M,S
54338,53132,1998,NC0290100,Lexington,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",18-JUN-98,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Protestant,Religious Organization,S,S
54339,53133,1998,NC0290100,Lexington,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",17-SEP-98,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-Asian,Individual;Other,M,S
54340,53134,1998,NC0290200,Thomasville,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",29-APR-98,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Restaurant,Anti-Black or African American,Other,S,S
54341,53135,1998,NC0290200,Thomasville,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",13-MAY-98,,,1,,,White,,1,Intimidation,1.0,School/College,Anti-Black or African American,Individual,S,S
54342,53136,1998,NC032039E,Duke University,,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",23-MAR-98,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,School/College,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Society/Public,S,S
54343,53137,1998,NC032039E,Duke University,,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",20-MAR-98,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,School/College,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Other,S,S
54344,53138,1998,NC0340100,Kernersville,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",31-DEC-98,,,0,,,Unknown,,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
54345,53139,1998,NC0350400,Bunn,,City,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",17-MAR-98,,,1,,,White,,1,Simple Assault,1.0,School/College,Anti-Black or African American,Individual,S,S
54346,53140,1998,NC0350400,Bunn,,City,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",06-MAY-98,,,1,,,White,,3,Simple Assault,3.0,School/College,Anti-Black or African American,Individual,S,S
54347,53141,1998,NC0360500,Gaston County Police Department,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",28-MAY-98,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual;Other,M,S
54348,53142,1998,NC0410200,Greensboro,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",11-FEB-98,,,0,,,Unknown,,1,Simple Assault,1.0,School/College,Anti-Black or African American,Individual,S,S
54349,53143,1998,NC0410200,Greensboro,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",09-MAY-98,,,2,,,Black or African American,,2,Simple Assault,2.0,Restaurant,Anti-White,Individual,S,S
54350,53144,1998,NC0410200,Greensboro,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",06-MAY-98,,,0,,,Unknown,,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
54351,53145,1998,NC0410200,Greensboro,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",07-JUN-98,,,0,,,Unknown,,1,Intimidation,1.0,Residence/Home,Anti-White,Individual,S,S
54352,53146,1998,NC0410200,Greensboro,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",15-JUN-98,,,3,,,Black or African American,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
54353,53147,1998,NC0410200,Greensboro,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",02-JUL-98,,,0,,,Unknown,,2,Intimidation,2.0,Residence/Home,Anti-Black or African American,Individual,S,S
54354,53148,1998,NC0410200,Greensboro,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",08-AUG-98,,,1,,,White,,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
54355,53149,1998,NC0410200,Greensboro,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",27-AUG-98,,,0,,,Unknown,,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
54356,53150,1998,NC0490000,Iredell,,County,NC,North Carolina,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",13-OCT-98,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-Black or African American,Other,S,S
54357,53151,1998,NC0490000,Iredell,,County,NC,North Carolina,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",30-SEP-98,,,0,,,Unknown,,2,Intimidation,2.0,School/College,Anti-Black or African American,Individual,S,S
54358,53152,1998,NC0630400,Southern Pines,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",23-MAR-98,,,2,,,Black or African American,,1,Simple Assault,1.0,School/College,Anti-White,Individual,S,S
54359,53153,1998,NC0680100,Chapel Hill,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",08-JAN-98,,,1,,,Black or African American,,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-Gay (Male),Individual,S,S
54360,53154,1998,NC0680100,Chapel Hill,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",23-JAN-98,,,0,,,Unknown,,1,Intimidation,1.0,Residence/Home,Anti-Asian,Individual,S,S
54361,53155,1998,NC0680100,Chapel Hill,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",21-JUN-98,,,1,,,Black or African American,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual,S,S
54362,53156,1998,NC0680100,Chapel Hill,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",04-AUG-98,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Protestant,Religious Organization,S,S
54363,53157,1998,NC0680100,Chapel Hill,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",22-SEP-98,,,3,,,Black or African American,,1,Aggravated Assault,1.0,School/College,Anti-White,Individual,S,S
54364,53158,1998,NC0680100,Chapel Hill,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",12-OCT-98,,,4,,,White,,1,Intimidation,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
54365,53159,1998,NC0680400,University of North Carolina:,Chapel Hill,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",19-JUN-98,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Other,S,S
54366,53160,1998,NC0740000,Pitt,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",13-JUN-98,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-Black or African American,Other,S,S
54367,53161,1998,NC0740000,Pitt,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",15-JUL-98,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-Black or African American,Other,S,S
54368,53162,1998,NC0740000,Pitt,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",01-AUG-98,,,2,,,White,,1,Aggravated Assault,1.0,Bar/Nightclub,Anti-Hispanic or Latino,Individual,S,S
54369,53163,1998,NC0790000,Rockingham,,County,NC,North Carolina,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",20-JUN-98,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-Black or African American,Other,S,S
